STATTE - SS7 PONTE WIND,,,,,
,SO2,NO2,PM10,CO,BENZENE
15/12/2011 11.00,"0,679819","39,559776",,"0,79615","0,575256"
15/12/2011 12.00,"0,715931","26,460358","20,757021","0,657633","1,971031"
15/12/2011 13.00,"0,824269","33,487686",,"0,724014","0,093088"
15/12/2011 14.00,"0,65454","30,853657","15,87301","0,606204","0,0647"
15/12/2011 15.00,"0,777323","28,089173",,"0,581294","0,09903"
15/12/2011 16.00,"1,244078","34,910804","16,84981","0,560371","0,078894"
15/12/2011 17.00,"0,672596","27,005469",,"0,680344","0,079224"
15/12/2011 18.00,"0,650026","23,108604","23,68742","0,603629","0,079224"
15/12/2011 19.00,"0,650026","23,270837",,"0,659382","0,079224"
15/12/2011 20.00,"0,854061","41,383289","21,001221","0,622921","0,177924"
15/12/2011 21.00,"0,678014","30,600566",,"0,59534","0,153937"
15/12/2011 22.00,"0,650026","17,708807","22,954821","0,651721","0,182656"
15/12/2011 23.00,"0,650026","15,125393",,"0,522633","0,167471"
16/12/2011 0.00,"0,640095","14,94175","12,21001","0,658341","0,126428"
16/12/2011 1.00,,"12,717841",,"0,634963","0,192889"
16/12/2011 2.00,"0,661763",,"7,326007","0,522201","0,093859"
16/12/2011 3.00,"0,650026","21,639404",,,"0,09903"
16/12/2011 4.00,"0,650026","7,382945","5,372406","0,452698","0,074053"
16/12/2011 5.00,"0,856771","40,486466",,"0,546581","0,06459"
16/12/2011 6.00,"0,836909","31,331923","11,23321","0,473187","0,09903"
16/12/2011 7.00,"2,092722","49,474873",,"0,572277","0,116966"
16/12/2011 8.00,"1,217896","46,261987","19,2918","0,484955","1,740621"
16/12/2011 9.00,"0,650026","18,232504",,"0,646613","0,146455"
16/12/2011 10.00,"0,760169","37,191154","16,36141","0,645788","0,138643"
16/12/2011 11.00,"0,744821","30,23132",,"0,566659","0,113554"
16/12/2011 12.00,"0,779128","24,521342","12,94261","0,564517","0,256158"
16/12/2011 13.00,"0,650026","20,210451",,"0,490023","0,337252"
16/12/2011 14.00,"0,650026","14,894371","13,18681","0,540609","0,122027"
16/12/2011 15.00,"0,650026","14,222073",,"0,597147","0,079224"
16/12/2011 16.00,"0,650026","11,196733","12,94261","0,599387","0,076254"
16/12/2011 17.00,"0,650026","9,095487",,"0,58206","0,079224"
16/12/2011 18.00,"0,650026","11,94237","7,326007","0,564714","0,079224"
16/12/2011 19.00,"0,650026","13,306424",,"0,5875","0,079224"
16/12/2011 20.00,"0,650026","10,095498","5,860806","0,595516","0,079224"
16/12/2011 21.00,"0,650026","7,286901",,"0,58096","1,657106"
16/12/2011 22.00,"0,650026","6,5867","9,27961","0,573103","0,079224"
16/12/2011 23.00,"0,650026","6,572423",,"0,606302","0,079224"
17/12/2011 0.00,"0,650026","4,477659","17,094","0,607107","0,079224"
17/12/2011 1.00,"0,650026","4,98902",,"0,616045","0,079224"
17/12/2011 2.00,"0,650026","4,66585","12,21001","0,595005","0,079224"
17/12/2011 3.00,"0,66086","4,859883",,"0,597815","0,079224"
17/12/2011 4.00,"0,650929","6,724276","12,45421","0,580802","0,079224"
17/12/2011 5.00,"0,650026","6,262882",,"0,591627","0,079224"
17/12/2011 6.00,"0,650929","11,025419","53,96825","0,593178","0,079224"
17/12/2011 7.00,"0,751141","10,409575",,"0,562022","1,657106"
17/12/2011 8.00,"0,809824","26,952889","27,10622","0,530767","0,079224"
17/12/2011 9.00,"0,808019","22,085224",,"0,560037","0,079224"
17/12/2011 10.00,"0,676207","8,31936","13,43101","0,636928","0,079224"
17/12/2011 11.00,"0,673499","8,074062",,"0,661485","0,079224"
17/12/2011 12.00,"0,650026","6,222648","6,837607","0,627381","0,178255"
17/12/2011 13.00,"0,650026","5,573063",,"0,658399","0,079224"
17/12/2011 14.00,"0,650026","5,466637","3,663004","0,642664","0,079224"
17/12/2011 15.00,"0,672596","7,34985",,"0,618069","0,079224"
17/12/2011 16.00,"0,650929","12,028029","6,105006","0,569251","0,079224"
17/12/2011 17.00,"0,650026","14,299297",,"0,597443","0,079224"
17/12/2011 18.00,"0,650929","15,824301","5,128205","0,52611","0,118836"
17/12/2011 19.00,"0,704195","9,86253",,"0,468021","0,237673"
17/12/2011 20.00,"0,650026","16,808742","10,25641","0,467117","0,079224"
17/12/2011 21.00,"0,650929","19,039781",,"0,435469","0,09903"
17/12/2011 22.00,"0,666276","37,913431","6,837607","0,407122","0,09903"
17/12/2011 23.00,"0,650026","27,697862",,"0,50297","1,741611"
18/12/2011 0.00,"0,650026","30,797846","12,94261","0,446116","0,173193"
18/12/2011 1.00,,"19,898967",,"0,422857","0,222928"
18/12/2011 2.00,"0,650026",,"9,035409","0,459475","0,133581"
18/12/2011 3.00,"0,650026","3,245979",,,"0,079224"
18/12/2011 4.00,"0,650026","8,122084","11,72161","0,22851","0,079224"
18/12/2011 5.00,"0,650026","4,101926",,"0,364551","1,657106"
18/12/2011 6.00,"0,650026","2,10385","8,302809","0,373273","0,079224"
18/12/2011 7.00,"0,650026","2,785233",,"0,382095","0,079224"
18/12/2011 8.00,"0,650026","9,878753","4,884005","0,398615","0,084615"
18/12/2011 9.00,"0,650026","23,059924",,"0,452501","0,16384"
18/12/2011 10.00,"0,650026","20,072232","40,293041","0,518882","1,861108"
18/12/2011 11.00,"0,774614","13,885284",,"0,619385","1,716524"
18/12/2011 12.00,"4,709979","17,064421","36,38583","0,919501","1,750524"
18/12/2011 13.00,"8,329359","20,673155",,"0,866184","0,837245"
18/12/2011 14.00,"6,400047","17,982012","26,12941","0,83051","0,525961"
18/12/2011 15.00,"4,533027","17,357085",,"0,754994","0,907777"
18/12/2011 16.00,"3,273603","29,536307","29,54822","0,679323","0,897104"
18/12/2011 17.00,"0,729474","11,631529",,"0,517467","0,530912"
18/12/2011 18.00,"0,65454","9,182445","28,08301","0,441029","0,257479"
18/12/2011 19.00,"0,650026","7,541285",,"0,490613","0,237673"
18/12/2011 20.00,"0,650026","6,387477","16,36141","0,502753","1,73655"
18/12/2011 21.00,"0,650026","13,414805",,"0,571177","0,157568"
18/12/2011 22.00,"0,650026","25,364305","21,97802","0,580114","0,268812"
18/12/2011 23.00,"0,650026","12,27916",,"0,579153","0,424289"
19/12/2011 0.00,"0,650026","11,551059","17,826611","0,523421","0,430561"
19/12/2011 1.00,"0,650026","8,054594",,"0,462186","1,983025"
19/12/2011 2.00,"0,650026","7,439403","16,36141","0,588955","1,897309"
19/12/2011 3.00,"0,662665","7,493913",,"0,550884","0,22832"
19/12/2011 4.00,"0,650026","8,102616","17,094","0,527034","0,39557"
19/12/2011 5.00,"1,095113","17,452486",,"0,819841","0,62488"
19/12/2011 6.00,"0,664471","12,441401","21,97802","0,613944","0,606835"
19/12/2011 7.00,"0,769197","26,621292",,"0,579388","0,265511"
19/12/2011 8.00,"1,049972","25,996373","12,21001","0,54114","0,039612"
19/12/2011 9.00,"0,650026","16,080632",,"0,477098","0,09903"
19/12/2011 10.00,"0,969622","42,719451","7,081807","0,582216","0,13083"
19/12/2011 11.00,"0,650026","15,231171",,"0,529353","0,26298"
19/12/2011 12.00,"0,67711","20,265612","7,081807","0,563378","0,085276"
19/12/2011 13.00,"0,650026","14,352517",,"0,559233","0,092978"
19/12/2011 14.00,"0,653637","21,336351","4,639805","0,591883","0,118836"
19/12/2011 15.00,"0,680722","20,660803",,"0,604357","0,079224"
19/12/2011 16.00,"0,667179","30,077518","3,418803","0,444487","0,079224"
19/12/2011 17.00,"0,650026","21,327919",,"0,415078","0,09903"
19/12/2011 18.00,"0,650026","15,718524","5,372406","0,55766","0,071522"
19/12/2011 19.00,"0,919064","55,870781",,"0,607128","0,269252"
19/12/2011 20.00,"0,650026","16,787319","7,081807","0,516013","0,243504"
19/12/2011 21.00,"0,650026","18,408364",,"0,508863","0,198061"
19/12/2011 22.00,"0,845033","13,515385","10,98901","0,467451","0,276624"
19/12/2011 23.00,"0,650026","7,597095",,"0,558466","0,277285"
20/12/2011 0.00,"0,650026","8,459531","7,081807","0,397692","0,1327"
20/12/2011 1.00,,"7,898848",,"0,527977","0,198061"
20/12/2011 2.00,"0,720446",,"8,547009","0,383214","0,217867"
20/12/2011 3.00,"0,655442","5,860542",,,"0,172312"
20/12/2011 4.00,"0,701486","8,105213","5,372406","0,441991","0,110914"
20/12/2011 5.00,"0,650026","8,576987",,"0,317659","0,172312"
20/12/2011 6.00,"0,695166","13,695793","5,372406","0,450812","0,178145"
20/12/2011 7.00,"0,971427","18,658857",,"0,411405","0,13281"
20/12/2011 8.00,"0,754752","18,423287","9,27961","0,355809","0,215556"
20/12/2011 9.00,"0,678014","15,713336",,"0,473069","0,220177"
20/12/2011 10.00,"0,650026","14,094233","10,01221","0,508843","0,22953"
20/12/2011 11.00,"0,687041","13,058537",,"0,576873","0,198061"
20/12/2011 12.00,"0,650026","11,691227","5,128205","0,507566","0,192228"
20/12/2011 13.00,"0,650026","10,75676",,"0,556128","0,158449"
20/12/2011 14.00,"0,651832","11,644508","11,23321","0,564575","0,138643"
20/12/2011 15.00,"0,672596","12,460869",,"0,51949","0,118836"
20/12/2011 16.00,"0,651832","16,070246","7,570208","0,474071","0,138533"
20/12/2011 17.00,"0,703292","29,780318",,"0,575302","0,144364"
20/12/2011 18.00,"0,802601","24,037874","4,884005","0,396356","0,186617"
20/12/2011 19.00,"0,941634","40,84986",,"0,502831","0,510336"
20/12/2011 20.00,"0,715931","30,620029","18,31501","0,496133","0,303692"
20/12/2011 21.00,"0,650026","12,451775",,"0,367989","0,257479"
20/12/2011 22.00,"0,650026","35,028261","13,18681","0,460831","0,231951"
20/12/2011 23.00,"0,720446","31,048986",,"0,344513","1,745792"
21/12/2011 0.00,"0,630164","16,187709","14,65201","0,344631","0,298741"
21/12/2011 1.00,"0,650026","5,473127",,"0,319309","0,124558"
21/12/2011 2.00,"0,650026","4,724254","8,058608","0,404961","0,118836"
21/12/2011 3.00,"0,608497","8,236945",,"0,419694","0,223698"
21/12/2011 4.00,"0,650026","6,173978","11,23321","0,331155","0,198061"
21/12/2011 5.00,"0,650026","4,280383",,"0,410127","0,297091"
21/12/2011 6.00,"0,738502","10,220735","8,058608","0,53118","0,249116"
21/12/2011 7.00,"0,650026","12,328483",,"0,437571","0,291039"
21/12/2011 8.00,"0,717737","22,942469","11,47741","0,371544","0,265291"
21/12/2011 9.00,"0,650026","19,835355",,"0,474307","1,86826"
21/12/2011 10.00,"0,650026","12,109137","14,16361","0,400599","0,508795"
21/12/2011 11.00,"0,597662","9,651627",,"0,504167","0,380166"
21/12/2011 12.00,"0,650026","7,047446","13,43101","0,466469","2,112865"
21/12/2011 13.00,"0,650026","5,044179",,"0,47527","0,150967"
21/12/2011 14.00,"0,650026","4,295308","9,035409","0,480653","0,152287"
21/12/2011 15.00,"0,659054","8,552978",,"0,479101","0,158449"
21/12/2011 16.00,"0,707806","5,795649","15,38461","0,467491","0,158449"
21/12/2011 17.00,"0,693361","6,360222",,"0,457256","0,09903"
21/12/2011 18.00,"0,650026","9,702243","8,791209","0,524539","0,137212"
21/12/2011 19.00,"0,706903","14,756796",,"0,488157","0,341434"
21/12/2011 20.00,"0,650026","11,963781","15,14041","0,477666","0,403273"
21/12/2011 21.00,"0,650026","8,020201",,"0,532613","0,310735"
21/12/2011 22.00,"0,756557","11,679551","9,523809","0,448042","0,304463"
21/12/2011 23.00,"0,650026","9,372583",,"0,597186","0,286968"
22/12/2011 0.00,"0,650026","15,558235","16,36141","0,445488","0,316347"
22/12/2011 1.00,,"17,460269",,"0,524402","0,303142"
22/12/2011 2.00,"0,863992",,"9,523809","0,544204","0,380716"
22/12/2011 3.00,"0,650026","12,671772",,,"0,336923"
22/12/2011 4.00,"0,650026","14,7594","7,326007","0,408732","0,144694"
22/12/2011 5.00,"0,650026","10,49978",,"0,404627","0,146344"
22/12/2011 6.00,"0,824269","24,128082","8,302809","0,495288","0,138643"
22/12/2011 7.00,"1,830906","51,726694",,"0,450459","0,170222"
22/12/2011 8.00,"3,294367","62,605453","20,757021","0,485505","0,333072"
22/12/2011 9.00,"2,171268","31,258581",,"0,41997","0,395681"
22/12/2011 10.00,"0,727668","4,756052","17,826611","0,490652","0,112894"
22/12/2011 11.00,"1,060806","3,745009",,"0,443504","0,085166"
22/12/2011 12.00,"0,667179","3,905946","9,523809","0,455251","0,112894"
22/12/2011 13.00,"1,11317","4,101926",,"0,515581","0,079224"
22/12/2011 14.00,"1,603397","3,599648","10,25641","0,475309","0,09903"
22/12/2011 15.00,"1,495059","3,78719",,"0,489787","0,144584"
22/12/2011 16.00,"1,327136","4,39135","6,105006","0,51784","0,118836"
22/12/2011 17.00,"2,354538","3,891669",,"0,44645","0,138643"
22/12/2011 18.00,"3,396385","5,144766","9,76801","0,494856","0,16428"
22/12/2011 19.00,"2,756291","5,487404",,"0,472363","0,223698"
22/12/2011 20.00,"2,562185","5,634712","12,21001","0,552553","0,212034"
22/12/2011 21.00,"2,984702","5,778127",,"0,471322","0,243504"
22/12/2011 22.00,"3,326868","5,207062","12,45421","0,420186","0,311065"
22/12/2011 23.00,"2,328356","4,500372",,"0,536464","0,178255"
23/12/2011 0.00,"1,254911","4,11166","11,47741","0,391327","0,212034"
23/12/2011 1.00,"1,293732","3,475052",,"0,472971","0,217867"
23/12/2011 2.00,"2,434888","3,810553","10,01221","0,519471","0,203892"
23/12/2011 3.00,"1,706318","3,264797",,"0,422346","1,77066"
23/12/2011 4.00,"1,294635","2,444542","6,593407","0,501987","0,192449"
23/12/2011 5.00,"1,432766","4,014969",,"0,457412","0,183866"
23/12/2011 6.00,"1,730694","4,303744","11,47741","0,500219","0,217867"
23/12/2011 7.00,"1,264842","4,604203",,"0,539372","0,197951"
23/12/2011 8.00,"1,613328","6,353084","7,570208","0,437631","0,211815"
23/12/2011 9.00,"1,904034","5,41018",,"0,487116","0,168131"
23/12/2011 10.00,"3,254643","4,397839","12,21001","0,40889","0,23041"
23/12/2011 11.00,"3,306103","5,095446",,"0,349307","0,210604"
23/12/2011 12.00,"2,653369","3,602244","11,47741","0,349463","0,216766"
23/12/2011 13.00,"2,925117","3,545137",,"0,344887","1,726757"
23/12/2011 14.00,"2,357246","4,118148","13,67521","0,410147","1,790137"
23/12/2011 15.00,"2,64073","3,358244",,"0,471301","1,771651"
23/12/2011 16.00,"2,472807","3,812499","9,035409","0,431207","0,13072"
23/12/2011 17.00,"1,936536","11,902131",,"0,491437","0,172312"
23/12/2011 18.00,"0,757461","30,450014","13,43101","0,604396","0,22975"
23/12/2011 19.00,"0,68975","41,749283",,"0,532436","1,860007"
23/12/2011 20.00,"0,822463","47,088086","14,65201","0,584672","0,414166"
23/12/2011 21.00,"0,650026","35,732355",,"0,485171","0,309745"
23/12/2011 22.00,"0,65454","28,08334","16,11721","0,546207","0,237673"
23/12/2011 23.00,"0,679819","9,750263",,"0,483914","0,296541"
24/12/2011 0.00,"0,651938","6,825052","12,45421","0,41678","0,194681"
24/12/2011 1.00,,"21,919741",,"0,470142","1,790797"
24/12/2011 2.00,"0,650929",,"17,826611","0,498569","0,187717"
24/12/2011 3.00,"0,650026","15,093595",,,"1,697268"
24/12/2011 4.00,"0,650026","11,301219","21,24542","0,387771","0,153056"
24/12/2011 5.00,"0,700584","17,492065",,"0,451068","0,12951"
24/12/2011 6.00,"1,10685","30,322178","18,80341","0,404784","0,188488"
24/12/2011 7.00,"0,650026","15,21819",,"0,390777","0,181445"
24/12/2011 8.00,"0,71232","11,107832","16,36141","0,330663","1,689015"
24/12/2011 9.00,"1,451725","29,072322",,"0,499551","0,234372"
24/12/2011 10.00,"0,662665","21,181269","9,035409","0,56212","0,189808"
24/12/2011 11.00,"0,650026","13,778204",,"0,440046","0,216876"
24/12/2011 12.00,"0,650026","12,36547","5,860806","0,394608","0,257479"
24/12/2011 13.00,"0,650026","10,56078",,"0,40217","0,291699"
24/12/2011 14.00,"1,449016","12,444647","8,547009","0,398596","0,118836"
24/12/2011 15.00,"2,802334","15,072837",,"0,350898","1,688905"
24/12/2011 16.00,"1,10053","13,940435","5,128205","0,420932","3,240379"
24/12/2011 17.00,"0,666276","23,886672",,"0,506643","0,093528"
24/12/2011 18.00,"0,650026","17,648457","13,67521","0,525365","1,659636"
24/12/2011 19.00,"0,650026","20,342838",,"0,693624","0,607825"
24/12/2011 20.00,"0,650026","20,166323","32,96703","0,681424","1,118821"
24/12/2011 21.00,"0,650026","16,483618",,"0,667888","1,130154"
24/12/2011 22.00,"0,650026","10,119509","27,10622","0,636083","0,72347"
24/12/2011 23.00,"0,650026","8,231107",,"0,601449","0,508795"
25/12/2011 0.00,"0,650026","7,506892","27,59462","0,648478","0,472814"
25/12/2011 1.00,"0,650026","9,99751",,"0,584023","0,559851"
25/12/2011 2.00,"0,650026","10,589984","25,15262","0,493912","1,975213"
25/12/2011 3.00,"0,650026","6,62434",,"0,545853","0,306224"
25/12/2011 4.00,"0,650026","5,185648","18,55921","0,504305","0,217867"
25/12/2011 5.00,"0,650026","3,89232",,"0,485877","1,759657"
25/12/2011 6.00,"0,650026","3,350457","10,01221","0,507842","0,144584"
25/12/2011 7.00,"0,650026","3,784595",,"0,462737","0,118836"
25/12/2011 8.00,"0,648221","3,279074","6,593407","0,564184","1,842622"
25/12/2011 9.00,"0,650026","3,070117",,"0,511063","1,845813"
25/12/2011 10.00,"0,553425","2,51333","22,46641","0,439928","0,277285"
25/12/2011 11.00,"0,578703","2,828064",,"0,505326","0,315797"
25/12/2011 12.00,"0,650026","2,824169","11,72161","0,458552","0,217867"
25/12/2011 13.00,"0,650026","4,014319",,"0,485446","0,217867"
25/12/2011 14.00,"0,650026","2,922807","7,081807","0,436903","0,165931"
25/12/2011 15.00,"0,650026","2,721638",,"0,488844","1,688136"
25/12/2011 16.00,"0,650026","2,787182","4,395605","0,525738","0,125218"
25/12/2011 17.00,"0,68975","2,806",,"0,546089","0,178255"
25/12/2011 18.00,"0,650026","3,030531","3,418803","0,473953","0,198061"
25/12/2011 19.00,"0,650026","2,861809",,"0,408104","0,138643"
25/12/2011 20.00,"0,638289","4,027945","11,96581","0,46356","0,171983"
25/12/2011 21.00,"0,641901","8,885234",,"0,477372","0,125108"
25/12/2011 22.00,"0,390015","9,773628","7,814408","0,472048","0,204333"
25/12/2011 23.00,"0,372862","17,288954",,"0,530413","1,804"
26/12/2011 0.00,"0,624747","11,682796","7,081807","0,488511","0,198061"
26/12/2011 1.00,,"11,104588",,"0,448179","0,178255"
26/12/2011 2.00,"0,650026",,"4,151404","0,47193","1,841412"
26/12/2011 3.00,"0,650026","3,324499",,,"0,237893"
26/12/2011 4.00,"0,650026","2,938383","6,837607","0,463974","0,237673"
26/12/2011 5.00,"0,552522","2,826766",,"0,469082","0,231071"
26/12/2011 6.00,"0,525437","2,92735","4,639805","0,427042","0,16505"
26/12/2011 7.00,"0,644609","2,790424",,"0,477843","1,720815"
26/12/2011 8.00,"0,301539","4,016915","10,50061","0,534303","3,364276"
26/12/2011 9.00,"0,374668","13,173397",,"0,52008","0,173303"
26/12/2011 10.00,"0,641901","9,794394","8,302809","0,402622","0,36124"
26/12/2011 11.00,"0,617524","3,251169",,"0,404981","0,210934"
26/12/2011 12.00,"0,643706","2,454276","6,593407","0,381799","1,70464"
26/12/2011 13.00,"0,650026","2,765117",,"0,401661","0,270023"
26/12/2011 14.00,"0,650026","3,137605","11,23321","0,474033","0,244934"
26/12/2011 15.00,"0,650026","2,29983",,"0,448042","0,237673"
26/12/2011 16.00,"0,650026","2,894904","10,98901","0,434644","0,257479"
26/12/2011 17.00,"0,650026","4,463382",,"0,465977","0,210604"
26/12/2011 18.00,"0,537174","4,897521","8,791209","0,432364","0,323939"
26/12/2011 19.00,"0,501965","4,7567",,"0,489355","0,376205"
26/12/2011 20.00,"0,751141","6,454967","22,46641","0,495877","0,350457"
26/12/2011 21.00,"0,205842","4,070776",,"0,490435","0,275634"
26/12/2011 22.00,"0,361126","3,95332","12,21001","0,427984","1,845373"
26/12/2011 23.00,"0,566064","4,676882",,"0,509039","0,170882"
27/12/2011 0.00,,"3,702181","8,547009","0,467333","0,160759"
27/12/2011 1.00,"0,316888","4,430287",,"0,485486","0,269913"
27/12/2011 2.00,"0,213064","5,214202","7,814408","0,452876","0,291809"
27/12/2011 3.00,"0,129102","4,621074",,"0,477942","0,307103"
27/12/2011 4.00,"0,238343","7,826168","5,372406","0,522339","0,298741"
27/12/2011 5.00,"0,476685","17,558905",,"0,445154","0,309194"
27/12/2011 6.00,"0,303346","5,163583","9,523809","0,461577","0,26474"
27/12/2011 7.00,"0,585926","6,378392",,"0,500514","0,210274"
27/12/2011 8.00,"0,613011","9,869019","7,081807","0,424821","0,284327"
27/12/2011 9.00,"0,646414","6,076636",,"0,448611","0,3268"
27/12/2011 10.00,"0,644609","6,774243","13,18681","0,369836","0,284546"
27/12/2011 11.00,"0,650026","5,035095",,"0,287347","0,250107"
27/12/2011 12.00,"0,650026","3,643127","10,74481","0,274793","0,225128"
27/12/2011 13.00,"0,650026","3,760585",,"0,289212","0,26276"
27/12/2011 14.00,"0,650026","3,288808","7,326007","0,308327","0,151076"
27/12/2011 15.00,"0,650026","4,073372",,"0,381347","0,172312"
27/12/2011 16.00,"0,650026","4,831329","13,18681","0,401228","0,205102"
27/12/2011 17.00,"0,648221","13,083195",,"0,49743","0,336153"
