Stat,MOLFETTA VERDI,,,
26/10/2014 5.00,"0,2","3,8","6,3","19,2"
26/10/2014 6.00,"0,1","1,1","3,7","19,2"
26/10/2014 7.00,"0,1","1,6","4,1","19,2"
26/10/2014 8.00,"0,4","2,4","5,3","19,2"
26/10/2014 9.00,"0,8","5,4","8,5","19,2"
26/10/2014 10.00,"0,7","8,8","12,2","19,2"
26/10/2014 11.00,"0,4","12,4","16,3","19,2"
26/10/2014 12.00,"0,3","16,5","20,8","19,2"
26/10/2014 13.00,"0,6","21,3","25,8","19,2"
26/10/2014 14.00,"0,4","15,7","19,4","19,2"
26/10/2014 15.00,"0,4","13,2","16,6","19,2"
26/10/2014 16.00,"0,3","11,6","14,7","19,2"
26/10/2014 17.00,"0,5","6,3","9,3","19,2"
26/10/2014 18.00,"0,2","3,6","6,7","19,2"
26/10/2014 19.00,"0,3","3,2","6,2","19,2"
26/10/2014 20.00,"0,2","5,4","8,3","19,2"
26/10/2014 21.00,"0,1","7,3","10,5","19,2"
26/10/2014 22.00,"0,1","11,5","14,4","19,2"
26/10/2014 23.00,"0,4","23,0","26,9","19,2"
27/10/2014 0.00,"0,1","28,9","33,9","19,2"
27/10/2014 1.00,,"27,5","31,9","22,5"
27/10/2014 2.00,"0,4",,,"22,5"
27/10/2014 3.00,"0,2","37,2","40,8","22,5"
27/10/2014 4.00,"0,2","17,3","20,5","22,5"
27/10/2014 5.00,"0,1","9,6","12,8","22,5"
27/10/2014 6.00,"0,1","7,4","10,0","22,5"
27/10/2014 7.00,"0,1","5,7","8,6","22,5"
27/10/2014 8.00,"0,1","6,9","10,0","22,5"
27/10/2014 9.00,"0,1","13,3","16,8","22,5"
27/10/2014 10.00,"0,1","23,5","30,1","22,5"
27/10/2014 11.00,"1,0","34,8","53,0","22,5"
27/10/2014 12.00,"1,5","40,5","71,2","22,5"
27/10/2014 13.00,"0,5","39,8","54,7","22,5"
27/10/2014 14.00,,"32,9","38,4","22,5"
27/10/2014 15.00,"0,6","24,1","28,9","22,5"
27/10/2014 16.00,"0,4","19,0","23,2","22,5"
27/10/2014 17.00,"0,5","13,9","17,6","22,5"
27/10/2014 18.00,"0,1","11,5","15,2","22,5"
27/10/2014 19.00,"0,2","15,4","19,5","22,5"
27/10/2014 20.00,"0,3","29,5","36,9","22,5"
27/10/2014 21.00,"1,1","43,8","67,6","22,5"
27/10/2014 22.00,"1,5","44,6","77,6","22,5"
27/10/2014 23.00,"1,5","43,6","76,2","22,5"
28/10/2014 0.00,"0,8","41,9","66,2","22,5"
28/10/2014 1.00,"0,3","37,4","48,1","16,2"
28/10/2014 2.00,"0,2","28,9","34,2","16,2"
28/10/2014 3.00,"0,1","20,2","24,5","16,2"
28/10/2014 4.00,"0,2","12,2","16,2","16,2"
28/10/2014 5.00,"0,2","7,1","10,8","16,2"
28/10/2014 6.00,"0,2","4,5","7,7","16,2"
28/10/2014 7.00,"0,3","3,5","6,8","16,2"
28/10/2014 8.00,"0,1","6,3","9,6","16,2"
28/10/2014 9.00,"0,1","12,8","16,2","16,2"
28/10/2014 10.00,"0,9","24,2","31,1","16,2"
28/10/2014 11.00,"1,5","33,7","51,4","16,2"
28/10/2014 12.00,"1,5","39,3","69,6","16,2"
28/10/2014 13.00,"1,5","42,9","62,6","16,2"
28/10/2014 14.00,"1,3","43,4","56,4","16,2"
28/10/2014 15.00,"1,2","40,3","48,3","16,2"
28/10/2014 16.00,"1,1","31,3","36,1","16,2"
28/10/2014 17.00,"1,1","21,8","26,3","16,2"
28/10/2014 18.00,"0,5","16,0","20,4","16,2"
28/10/2014 19.00,"1,2","19,6","23,7","16,2"
28/10/2014 20.00,"0,7","18,1","22,4","16,2"
28/10/2014 21.00,"0,6","22,6","27,2","16,2"
28/10/2014 22.00,"1,2","36,1","44,1","16,2"
28/10/2014 23.00,"1,4","44,5","56,6","16,2"
29/10/2014 0.00,"1,4","48,8","65,3","16,2"
29/10/2014 1.00,,"42,3","51,3","21,5"
29/10/2014 2.00,"1,2",,,"21,5"
29/10/2014 3.00,"0,7","45,2","50,8","21,5"
29/10/2014 4.00,"0,6","24,0","29,0","21,5"
29/10/2014 5.00,"1,4","15,3","19,5","21,5"
29/10/2014 6.00,"0,9","10,8","15,1","21,5"
29/10/2014 7.00,"1,3","8,8","12,7","21,5"
29/10/2014 8.00,"1,0","11,4","15,7","21,5"
29/10/2014 9.00,"1,2","20,9","27,4","21,5"
29/10/2014 10.00,"1,5","34,6","58,1","21,5"
29/10/2014 11.00,"1,6","42,6","79,4","21,5"
29/10/2014 12.00,"1,6","46,1","73,3","21,5"
29/10/2014 13.00,"1,5","41,1","49,8","21,5"
29/10/2014 14.00,"1,3","32,6","37,9","21,5"
29/10/2014 15.00,"1,4","26,8","32,1","21,5"
29/10/2014 16.00,"1,5","22,3","27,1","21,5"
29/10/2014 17.00,"1,3","16,0","19,9","21,5"
29/10/2014 18.00,"1,5","13,6","17,7","21,5"
29/10/2014 19.00,"1,5","15,2","19,3","21,5"
29/10/2014 20.00,"1,6","22,7","27,0","21,5"
29/10/2014 21.00,"1,5","35,3","43,7","21,5"
29/10/2014 22.00,"1,7","52,1","80,8","21,5"
29/10/2014 23.00,"2,7","56,4","100,0","21,5"
30/10/2014 0.00,"3,0","56,7","101,3","21,5"
30/10/2014 1.00,"2,5","53,4","83,1",
30/10/2014 2.00,"1,5","48,1","64,3",
30/10/2014 3.00,"1,5","42,5","51,5",
30/10/2014 4.00,"1,5","30,8","36,4",
30/10/2014 5.00,"1,5","19,0","23,6",
30/10/2014 6.00,"1,4","14,0","18,3",
30/10/2014 7.00,"0,6","9,8","13,5",
30/10/2014 8.00,"0,7","10,1","14,2",
30/10/2014 9.00,"0,7","14,9","19,7",
30/10/2014 10.00,"1,2","24,1","30,7",
30/10/2014 11.00,"1,5","35,7","47,6",
30/10/2014 12.00,"1,2","34,7","41,9",
30/10/2014 13.00,"1,1","31,2","36,4",
30/10/2014 14.00,"1,5",,"62,9",
30/10/2014 15.00,"1,5","48,4","59,7",
30/10/2014 16.00,"1,5","48,5","63,3",
30/10/2014 17.00,"1,6","46,8","58,1",
30/10/2014 18.00,"1,5","43,3","52,0",
30/10/2014 19.00,"1,5","42,4","52,0",
30/10/2014 20.00,"1,7","44,1","56,3",
30/10/2014 21.00,"1,6","45,6","65,1",
30/10/2014 22.00,"2,2","47,9","74,0",
30/10/2014 23.00,"1,6","44,9","64,3",
31/10/2014 0.00,"1,5","44,8","57,9",
31/10/2014 1.00,,"38,3","46,0","25,7"
31/10/2014 2.00,"1,5",,,"25,7"
31/10/2014 3.00,"1,6","39,1","44,0","25,7"
31/10/2014 4.00,"1,5","20,8","25,1","25,7"
31/10/2014 5.00,"1,5","12,4","16,6","25,7"
31/10/2014 6.00,"1,5","9,3","12,8","25,7"
31/10/2014 7.00,"1,5","8,5","12,4","25,7"
31/10/2014 8.00,"1,5","12,6","16,3","25,7"
31/10/2014 9.00,"1,6","17,1","21,3","25,7"
31/10/2014 10.00,"1,5","27,3","34,2","25,7"
31/10/2014 11.00,"1,5","39,3","59,8","25,7"
31/10/2014 12.00,"1,6","44,6","71,8","25,7"
31/10/2014 13.00,"1,4","46,2","67,1","25,7"
31/10/2014 14.00,"1,4","43,1","52,6","25,7"
31/10/2014 15.00,"1,5","30,5","35,7","25,7"
31/10/2014 16.00,"1,5","23,2","27,5","25,7"
31/10/2014 17.00,"1,5","15,7","19,6","25,7"
31/10/2014 18.00,"1,6","12,6","16,2","25,7"
31/10/2014 19.00,"1,4","13,6","17,6","25,7"
31/10/2014 20.00,"1,4","16,0","20,0","25,7"
31/10/2014 21.00,"1,3","20,8","25,0","25,7"
31/10/2014 22.00,"1,5","21,7","25,7","25,7"
31/10/2014 23.00,"1,4","23,3","27,2","25,7"
01/11/2014 0.00,"1,5","33,6","38,5","25,7"
01/11/2014 1.00,"1,5","31,2","36,3","27,4"
01/11/2014 2.00,"1,5","24,5","29,1","27,4"
01/11/2014 3.00,"1,4","18,0","22,3","27,4"
01/11/2014 4.00,"1,6","11,8","15,7","27,4"
01/11/2014 5.00,"1,5","8,8","12,5","27,4"
01/11/2014 6.00,"1,3","7,4","10,7","27,4"
01/11/2014 7.00,"1,3","6,5","9,8","27,4"
01/11/2014 8.00,"1,2","7,0","10,5","27,4"
01/11/2014 9.00,"1,3","9,9","13,6","27,4"
01/11/2014 10.00,"1,3","13,0","17,0","27,4"
01/11/2014 11.00,"1,5","17,8","22,1","27,4"
01/11/2014 12.00,"1,4","21,5","26,5","27,4"
01/11/2014 13.00,"1,2","27,4","32,8","27,4"
01/11/2014 14.00,"0,9","26,2","31,0","27,4"
01/11/2014 15.00,"1,3","25,4","30,4","27,4"
01/11/2014 16.00,"1,2","24,1","28,5","27,4"
01/11/2014 17.00,"1,4","16,0","20,3","27,4"
01/11/2014 18.00,"1,1","11,3","15,5","27,4"
01/11/2014 19.00,"0,9","5,8","9,6","27,4"
01/11/2014 20.00,"1,3","5,4","9,1","27,4"
01/11/2014 21.00,"1,4","7,0","10,7","27,4"
01/11/2014 22.00,"1,2","22,8","27,6","27,4"
01/11/2014 23.00,"1,5","43,4","58,5","27,4"
02/11/2014 0.00,"1,5","46,3","60,3","27,4"
02/11/2014 1.00,,"43,1","50,1","38,5"
02/11/2014 2.00,"1,3",,,"38,5"
02/11/2014 3.00,"1,3","45,9","50,8","38,5"
02/11/2014 4.00,"1,4","27,6","32,4","38,5"
02/11/2014 5.00,"1,4","19,0","23,3","38,5"
02/11/2014 6.00,"1,3","13,3","17,1","38,5"
02/11/2014 7.00,"1,6","9,1","13,0","38,5"
02/11/2014 8.00,"1,5","7,9","11,7","38,5"
02/11/2014 9.00,"1,2","9,8","13,6","38,5"
02/11/2014 10.00,"1,5","14,1","18,5","38,5"
02/11/2014 11.00,"1,5","21,2","26,1","38,5"
02/11/2014 12.00,"1,2","23,6","28,5","38,5"
02/11/2014 13.00,"1,3","23,9","28,6","38,5"
02/11/2014 14.00,"0,9","18,9","23,2","38,5"
02/11/2014 15.00,"1,3","16,0","20,1","38,5"
02/11/2014 16.00,"1,5","14,2","18,6","38,5"
02/11/2014 17.00,"1,4","10,5","14,4","38,5"
02/11/2014 18.00,"1,4","8,0","11,5","38,5"
02/11/2014 19.00,"1,3","8,7","12,4","38,5"
02/11/2014 20.00,"1,4","21,2","26,1","38,5"
02/11/2014 21.00,"1,5","35,6","41,4","38,5"
02/11/2014 22.00,"1,5","39,8","46,3","38,5"
02/11/2014 23.00,"1,5","36,7","43,5","38,5"
03/11/2014 0.00,"1,5","33,9","40,7","38,5"
03/11/2014 1.00,"1,5","31,0","37,3","29,7"
03/11/2014 2.00,"1,5","32,4","40,1","29,7"
03/11/2014 3.00,"1,5","35,9","43,7","29,7"
03/11/2014 4.00,"1,5","26,0","31,0","29,7"
03/11/2014 5.00,"1,5","18,0","22,5","29,7"
03/11/2014 6.00,"1,5","11,7","15,4","29,7"
03/11/2014 7.00,"1,5","8,5","12,5","29,7"
03/11/2014 8.00,"1,3","10,2","14,0","29,7"
03/11/2014 9.00,"1,4","17,6","22,0","29,7"
03/11/2014 10.00,"1,4","30,6","40,9","29,7"
03/11/2014 11.00,"2,5","42,5","89,6","29,7"
03/11/2014 12.00,"3,6","64,3","146,5","29,7"
03/11/2014 13.00,"1,6","60,4","88,1","29,7"
03/11/2014 14.00,"1,2","31,3","36,4","29,7"
03/11/2014 15.00,"1,4","23,5","28,8","29,7"
03/11/2014 16.00,"1,4","23,7","29,3","29,7"
03/11/2014 17.00,"1,4","17,2","22,2","29,7"
03/11/2014 18.00,"1,4","14,9","19,1","29,7"
03/11/2014 19.00,"1,3","14,9","19,3","29,7"
03/11/2014 20.00,"1,5","33,8","41,2","29,7"
03/11/2014 21.00,"1,5","51,7","69,1","29,7"
03/11/2014 22.00,"1,5","49,9","64,9","29,7"
03/11/2014 23.00,"1,4","44,8","52,9","29,7"
04/11/2014 0.00,"1,5","36,8","43,1","29,7"
04/11/2014 1.00,,"26,4","31,8","19,0"
04/11/2014 2.00,"1,4",,,"19,0"
04/11/2014 3.00,"1,4","37,4","42,5","19,0"
04/11/2014 4.00,"1,4","20,0","24,8","19,0"
04/11/2014 5.00,"1,4","12,6","17,0","19,0"
04/11/2014 6.00,"1,4","10,2","14,7","19,0"
04/11/2014 7.00,"1,5","13,4","18,1","19,0"
04/11/2014 8.00,"1,5","15,3","19,7","19,0"
04/11/2014 9.00,"1,5","19,2","24,0","19,0"
04/11/2014 10.00,"1,1","27,6","34,0","19,0"
04/11/2014 11.00,"1,6","41,7","64,9","19,0"
04/11/2014 12.00,"2,9","50,6","93,0","19,0"
04/11/2014 13.00,"1,4","50,3","69,4","19,0"
04/11/2014 14.00,"1,2","42,2","49,3","19,0"
04/11/2014 15.00,"1,7","34,2","41,1","19,0"
04/11/2014 16.00,"1,4","29,1","35,4","19,0"
04/11/2014 17.00,"1,9","23,4","28,8","19,0"
04/11/2014 18.00,"1,4","20,3","25,2","19,0"
04/11/2014 19.00,"1,5","24,9","30,1","19,0"
04/11/2014 20.00,"1,5","37,3","43,6","19,0"
04/11/2014 21.00,"1,5","44,3","51,5","19,0"
04/11/2014 22.00,"1,5","35,6","41,1","19,0"
04/11/2014 23.00,"1,5","32,4","37,9","19,0"
05/11/2014 0.00,"1,4","29,1","34,5","19,0"
05/11/2014 1.00,"1,4","22,8","27,9","17,6"
05/11/2014 2.00,"1,5","18,6","23,8","17,6"
05/11/2014 3.00,"1,7","16,3","21,0","17,6"
05/11/2014 4.00,"1,5","10,4","15,4","17,6"
05/11/2014 5.00,"1,4","6,9","11,2","17,6"
05/11/2014 6.00,"1,5","5,9","10,5","17,6"
05/11/2014 7.00,"1,5","4,3","8,5","17,6"
05/11/2014 8.00,"1,5","4,8","9,1","17,6"
05/11/2014 9.00,"1,5","6,1","10,4","17,6"
05/11/2014 10.00,"1,4","9,7","14,4","17,6"
05/11/2014 11.00,"1,5","14,2","19,2","17,6"
05/11/2014 12.00,"1,5","14,7","19,7","17,6"
05/11/2014 13.00,"1,3","12,7","17,3","17,6"
05/11/2014 14.00,"1,3","10,8","15,5","17,6"
05/11/2014 15.00,"1,8","12,1","16,7","17,6"
05/11/2014 16.00,"1,8","11,6","15,5","17,6"
05/11/2014 17.00,"1,5","7,8","11,8","17,6"
05/11/2014 18.00,"1,8","7,8","12,0","17,6"
05/11/2014 19.00,"1,5","9,7","14,3","17,6"
05/11/2014 20.00,"1,6","12,1","16,8","17,6"
05/11/2014 21.00,"1,5","12,2","16,8","17,6"
05/11/2014 22.00,"1,5","12,2","16,8","17,6"
05/11/2014 23.00,"1,5","11,8","16,5","17,6"
06/11/2014 0.00,"1,5","11,2","15,7","17,6"
06/11/2014 1.00,,"8,2","12,7","66,3"
06/11/2014 2.00,"1,5",,,"66,3"
06/11/2014 3.00,"1,6","17,7","22,1","66,3"
06/11/2014 4.00,"1,5","8,2","12,2","66,3"
06/11/2014 5.00,"1,5","4,8","8,6","66,3"
06/11/2014 6.00,"1,5","3,7","7,3","66,3"
06/11/2014 7.00,"1,5","3,0","6,7","66,3"
06/11/2014 8.00,"1,5","3,5","7,2","66,3"
06/11/2014 9.00,"1,5","4,3","8,0","66,3"
06/11/2014 10.00,"1,4","6,7","11,0","66,3"
06/11/2014 11.00,"1,6","10,4","15,0","66,3"
06/11/2014 12.00,"1,5","9,8","14,3","66,3"
06/11/2014 13.00,"1,5","8,8","12,8","66,3"
06/11/2014 14.00,"1,5","8,7","12,7","66,3"
06/11/2014 15.00,"1,5","8,7","12,7","66,3"
06/11/2014 16.00,"1,4","9,5","13,1","66,3"
06/11/2014 17.00,"1,5","8,5","12,3","66,3"
06/11/2014 18.00,"1,5","8,6","12,5","66,3"
06/11/2014 19.00,"1,6","11,6","15,9","66,3"
06/11/2014 20.00,"1,5","12,7","17,4","66,3"
06/11/2014 21.00,"1,5","12,9","17,7","66,3"
06/11/2014 22.00,"2,4","16,3","21,2","66,3"
06/11/2014 23.00,"1,5","15,3","20,1","66,3"
07/11/2014 0.00,"1,6","12,8","17,3","66,3"
07/11/2014 1.00,"1,5","7,8","11,8","26,5"
07/11/2014 2.00,"1,5","6,1","10,4","26,5"
07/11/2014 3.00,"1,5","4,1","7,8","26,5"
07/11/2014 4.00,"1,5","2,1","5,7","26,5"
07/11/2014 5.00,"1,5","1,3","4,7","26,5"
07/11/2014 6.00,"1,6","1,0","4,3","26,5"
07/11/2014 7.00,"1,7","1,6","4,9","26,5"
07/11/2014 8.00,"1,5","1,8","5,4","26,5"
07/11/2014 9.00,"1,8","2,5","5,8","26,5"
07/11/2014 10.00,"1,5","5,2","8,9","26,5"
07/11/2014 11.00,"1,6","12,5","17,4","26,5"
07/11/2014 12.00,"1,6","11,4","16,4","26,5"
07/11/2014 13.00,"1,5","10,6","15,3","26,5"
07/11/2014 14.00,"1,5","11,0","16,0","26,5"
07/11/2014 15.00,"1,5","9,9","14,8","26,5"
07/11/2014 16.00,"1,8","12,8","17,0","26,5"
07/11/2014 17.00,"1,7","11,0","14,9","26,5"
07/11/2014 18.00,"1,7","10,5","15,2","26,5"
07/11/2014 19.00,"1,6","12,9","17,8","26,5"
07/11/2014 20.00,"1,6","15,6","20,9","26,5"
07/11/2014 21.00,"1,6","16,8","22,3","26,5"
07/11/2014 22.00,"1,5","18,7","24,5","26,5"
07/11/2014 23.00,"1,5","22,6","29,2","26,5"
08/11/2014 0.00,"1,9","27,7","35,7","26,5"
08/11/2014 1.00,,"26,7","35,3","25,2"
08/11/2014 2.00,"1,9",,,"25,2"
08/11/2014 3.00,"1,6","33,3","40,6","25,2"
08/11/2014 4.00,"1,9","24,0","31,0","25,2"
08/11/2014 5.00,"1,5","17,3","23,4","25,2"
08/11/2014 6.00,"1,6","12,5","18,4","25,2"
08/11/2014 7.00,"1,5","10,9","16,9","25,2"
08/11/2014 8.00,"1,5","11,0","16,5","25,2"
08/11/2014 9.00,"1,7","11,3","16,7","25,2"
08/11/2014 10.00,"1,5","19,6","26,5","25,2"
08/11/2014 11.00,"1,6","32,8","49,5","25,2"
08/11/2014 12.00,"1,5","36,5","52,2","25,2"
08/11/2014 13.00,"1,6","32,2","39,6","25,2"
08/11/2014 14.00,"1,4","26,9","33,1","25,2"
08/11/2014 15.00,"1,4","23,8","29,7","25,2"
08/11/2014 16.00,"1,3","17,9","23,3","25,2"
08/11/2014 17.00,"1,3","14,4","19,4","25,2"
08/11/2014 18.00,"1,5","14,2","19,7","25,2"
08/11/2014 19.00,"1,5","15,5","21,2","25,2"
08/11/2014 20.00,"1,5","19,6","25,8","25,2"
08/11/2014 21.00,"1,5","27,7","36,0","25,2"
08/11/2014 22.00,"1,5","31,4","42,3","25,2"
08/11/2014 23.00,"1,5","33,3","47,3","25,2"
09/11/2014 0.00,"1,6","33,4","50,9","25,2"
09/11/2014 1.00,"1,7","31,3","47,7","35,4"
09/11/2014 2.00,"1,9","27,7","39,6","35,4"
09/11/2014 3.00,"1,8","25,0","34,4","35,4"
09/11/2014 4.00,"1,7","25,2","36,1","35,4"
09/11/2014 5.00,"1,8","25,2","38,5","35,4"
09/11/2014 6.00,"1,8","23,1","37,2","35,4"
09/11/2014 7.00,"1,8","20,0","32,0","35,4"
09/11/2014 8.00,"1,5","17,1","25,1","35,4"
09/11/2014 9.00,"1,5","15,6","23,7","35,4"
09/11/2014 10.00,"1,6","15,1","21,8","35,4"
09/11/2014 11.00,"1,5","17,8","26,0","35,4"
09/11/2014 12.00,"1,4","24,6","40,6","35,4"
09/11/2014 13.00,"1,5","26,3","36,3","35,4"
09/11/2014 14.00,"1,4","21,2","26,6","35,4"
09/11/2014 15.00,"1,4","17,2","22,6","35,4"
09/11/2014 16.00,"1,5","17,3","22,4","35,4"
09/11/2014 17.00,"1,5","12,9","17,6","35,4"
09/11/2014 18.00,"1,5","11,6","16,5","35,4"
09/11/2014 19.00,"1,5","14,4","19,3","35,4"
09/11/2014 20.00,"1,5","23,0","30,0","35,4"
09/11/2014 21.00,"1,5","25,5","36,8","35,4"
09/11/2014 22.00,"1,4","21,3","28,3","35,4"
09/11/2014 23.00,"1,5","18,6","24,8","35,4"
10/11/2014 0.00,"1,5","16,1","22,0","35,4"
10/11/2014 1.00,,"14,2","19,7","34,3"
10/11/2014 2.00,"1,6",,,"34,3"
10/11/2014 3.00,"1,5","30,6","37,1","34,3"
10/11/2014 4.00,"1,5","22,8","29,1","34,3"
10/11/2014 5.00,"1,5","17,4","23,3","34,3"
10/11/2014 6.00,"1,4","13,6","19,5","34,3"
10/11/2014 7.00,"1,5","12,3","17,7","34,3"
10/11/2014 8.00,"1,4","12,1","17,6","34,3"
10/11/2014 9.00,"1,4","13,9","19,9","34,3"
10/11/2014 10.00,"1,5","22,8","34,7","34,3"
10/11/2014 11.00,"1,5","30,3","59,5","34,3"
10/11/2014 12.00,"1,6","33,3","57,0","34,3"
10/11/2014 13.00,"1,4","33,0","46,4","34,3"
10/11/2014 14.00,"1,3","29,7","36,7","34,3"
10/11/2014 15.00,"1,4","26,0","32,2","34,3"
10/11/2014 16.00,"1,5","21,6","28,0","34,3"
10/11/2014 17.00,"1,4","16,1","21,1","34,3"
10/11/2014 18.00,"1,5","15,4","20,3","34,3"
10/11/2014 19.00,"1,4","19,0","25,3","34,3"
10/11/2014 20.00,"1,2","25,7","33,1","34,3"
10/11/2014 21.00,"1,1","28,1","35,6","34,3"
10/11/2014 22.00,"1,4","29,9","37,9","34,3"
10/11/2014 23.00,"1,5","29,1","36,7","34,3"
11/11/2014 0.00,"1,6","28,7","36,1","34,3"
11/11/2014 1.00,"1,5","26,3","33,0","35,1"
11/11/2014 2.00,"1,5","26,6","34,2","35,1"
11/11/2014 3.00,"1,2","25,0","32,3","35,1"
11/11/2014 4.00,"1,5","22,3","29,3","35,1"
11/11/2014 5.00,"1,6","20,9","27,9","35,1"
11/11/2014 6.00,"1,5","20,7","28,3","35,1"
11/11/2014 7.00,"1,4","16,9","23,1","35,1"
11/11/2014 8.00,"1,5","13,0","18,8","35,1"
11/11/2014 9.00,"1,5","13,2","19,3","35,1"
11/11/2014 10.00,"1,5","19,6","27,9","35,1"
11/11/2014 11.00,"1,5","26,8","35,9","35,1"
11/11/2014 12.00,"1,5","25,4","32,5","35,1"
11/11/2014 13.00,"1,4","20,6","26,7","35,1"
11/11/2014 14.00,"1,5","18,9","24,6","35,1"
11/11/2014 15.00,"1,5","26,1","33,3","35,1"
11/11/2014 16.00,"1,5","29,2","36,8","35,1"
11/11/2014 17.00,"1,5","22,3","28,1","35,1"
11/11/2014 18.00,"1,5","17,1","22,4","35,1"
11/11/2014 19.00,"1,5","17,7","23,2","35,1"
11/11/2014 20.00,"1,5","26,5","33,9","35,1"
11/11/2014 21.00,"1,5","35,0","48,6","35,1"
11/11/2014 22.00,"1,5","38,0","53,2","35,1"
11/11/2014 23.00,"1,5","37,0","47,2","35,1"
12/11/2014 0.00,"1,5","28,8","35,9","35,1"
12/11/2014 1.00,,"19,7","25,5","34,3"
12/11/2014 2.00,"1,6",,,"34,3"
12/11/2014 3.00,"1,5","32,0","38,4","34,3"
12/11/2014 4.00,"1,6","21,8","27,8","34,3"
12/11/2014 5.00,"1,6","15,2","20,5","34,3"
12/11/2014 6.00,"1,7","10,0","15,1","34,3"
12/11/2014 7.00,"1,7","9,1","13,8","34,3"
12/11/2014 8.00,"2,0","9,0","13,9","34,3"
12/11/2014 9.00,"2,0","12,2","17,2","34,3"
12/11/2014 10.00,"1,7","17,7","23,4","34,3"
12/11/2014 11.00,"1,7","22,5","29,8","34,3"
12/11/2014 12.00,"2,0","24,7","31,2","34,3"
12/11/2014 13.00,"2,4","21,4","27,4","34,3"
12/11/2014 14.00,"2,0","18,1","23,5","34,3"
12/11/2014 15.00,"2,0","15,4","20,9","34,3"
12/11/2014 16.00,"2,5","16,2","21,8","34,3"
12/11/2014 17.00,"2,5","14,9","19,6","34,3"
12/11/2014 18.00,"2,7","14,6","19,4","34,3"
12/11/2014 19.00,"2,2","25,1","33,8","34,3"
12/11/2014 20.00,"2,5","31,9","47,1","34,3"
12/11/2014 21.00,"2,8","34,2","54,5","34,3"
12/11/2014 22.00,"3,0","34,8","55,1","34,3"
12/11/2014 23.00,"2,7","33,5","51,5","34,3"
13/11/2014 0.00,"2,6","33,4","52,4","34,3"
13/11/2014 1.00,"2,7","30,1","41,7","14,9"
13/11/2014 2.00,"2,2","24,8","32,0","14,9"
13/11/2014 3.00,"2,1","18,9","25,1","14,9"
13/11/2014 4.00,"1,7","12,9","18,5","14,9"
13/11/2014 5.00,"1,5","8,9","13,9","14,9"
13/11/2014 6.00,"2,1","7,0","12,4","14,9"
13/11/2014 7.00,"1,9","6,6","11,9","14,9"
13/11/2014 8.00,"2,2","8,4","13,5","14,9"
13/11/2014 9.00,"2,2","10,1","15,1","14,9"
13/11/2014 10.00,"2,1","17,5","24,1","14,9"
13/11/2014 11.00,"2,6","33,0","50,1","14,9"
13/11/2014 12.00,"3,1","39,7","63,6","14,9"
13/11/2014 13.00,"3,0","44,7","63,8","14,9"
13/11/2014 14.00,"1,9","43,8","53,6","14,9"
13/11/2014 15.00,"2,7","40,7","48,2","14,9"
13/11/2014 16.00,"2,8","34,6","40,7","14,9"
13/11/2014 17.00,"2,8","24,9","30,2","14,9"
13/11/2014 18.00,"2,2","19,9","24,7","14,9"
13/11/2014 19.00,"1,9","20,1","25,3","14,9"
13/11/2014 20.00,"1,5","22,0","26,7","14,9"
13/11/2014 21.00,"1,5","22,9","27,9","14,9"
13/11/2014 22.00,"1,5","31,0","37,7","14,9"
13/11/2014 23.00,"2,0","38,9","53,0","14,9"
14/11/2014 0.00,"1,9","36,6","48,6","14,9"
14/11/2014 1.00,,"28,6","35,0","26,8"
14/11/2014 2.00,"1,5",,,"26,8"
14/11/2014 3.00,"1,6","38,5","43,5","26,8"
14/11/2014 4.00,"1,9","19,6","24,1","26,8"
14/11/2014 5.00,"1,5","12,4","16,7","26,8"
14/11/2014 6.00,"1,4","8,6","12,4","26,8"
14/11/2014 7.00,"1,6","7,1","11,3","26,8"
14/11/2014 8.00,"1,5","8,4","12,6","26,8"
14/11/2014 9.00,"1,5","14,3","19,2","26,8"
14/11/2014 10.00,"1,5","24,4","34,1","26,8"
14/11/2014 11.00,"2,5","31,9","53,0","26,8"
14/11/2014 12.00,"1,9","37,2","60,1","26,8"
14/11/2014 13.00,"1,5","39,7","58,1","26,8"
14/11/2014 14.00,"1,5","37,6","46,6","26,8"
14/11/2014 15.00,"1,5","34,0","41,0","26,8"
14/11/2014 16.00,"1,9","30,6","37,0","26,8"
14/11/2014 17.00,"1,7","24,8","30,6","26,8"
14/11/2014 18.00,"1,5","23,5","29,6","26,8"
14/11/2014 19.00,"1,5","30,9","38,6","26,8"
14/11/2014 20.00,"1,9","41,0","70,2","26,8"
14/11/2014 21.00,"4,4","63,9","199,4","26,8"
14/11/2014 22.00,"4,1","52,6","172,1","26,8"
14/11/2014 23.00,"3,4","43,3","138,7","26,8"
15/11/2014 0.00,"3,1","37,5","116,0","26,8"
15/11/2014 1.00,"2,7","32,8","87,6","27,1"
15/11/2014 2.00,"1,6","29,2","64,6","27,1"
15/11/2014 3.00,"1,5","25,4","46,8","27,1"
15/11/2014 4.00,"1,4","22,8","35,1","27,1"
15/11/2014 5.00,"1,2","18,5","25,5","27,1"
15/11/2014 6.00,"1,4","15,0","20,7","27,1"
15/11/2014 7.00,"1,5","14,9","20,4","27,1"
15/11/2014 8.00,"0,8","14,9","21,2","27,1"
15/11/2014 9.00,"1,1","18,2","25,9","27,1"
15/11/2014 10.00,"1,4","19,3","30,0","27,1"
15/11/2014 11.00,"1,5","23,9","43,7","27,1"
15/11/2014 12.00,"1,4","29,2","52,6","27,1"
